,blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueEliteMonsters,blueHeralds,blueTowersDestroyed,blueAvgLevel,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,redWardsPlaced,redWardsDestroyed,redFirstBlood,redEliteMonsters,redHeralds,redTowersDestroyed,redAvgLevel,redTotalMinionsKilled,redTotalJungleMinionsKilled
2477,0,21,2,1,3,5,0,0,0,7.0,238,48,18,6,0,1,0,0,7.2,239,76
2478,1,12,1,0,10,10,1,1,0,7.2,183,48,13,1,1,1,0,0,7.2,228,60
2479,1,13,5,0,5,7,1,0,0,6.4,202,50,17,1,1,0,0,0,6.8,210,51
2480,1,16,3,1,9,2,2,1,0,7.0,219,49,16,2,0,0,0,0,6.8,217,52
2481,1,21,4,1,4,4,1,0,1,7.2,234,56,18,5,0,1,1,1,6.8,215,62
2482,1,37,1,1,6,3,2,1,2,7.4,252,68,12,14,0,0,0,0,6.8,208,52
2483,1,15,2,0,5,8,0,0,0,7.2,210,76,17,1,1,2,1,0,6.6,192,48
2484,0,12,0,0,1,9,1,0,0,6.6,207,62,27,2,1,0,0,0,7.6,254,77
2485,0,15,2,0,8,9,1,0,0,7.0,217,50,14,0,1,0,0,0,6.6,180,56
2486,1,15,3,1,11,4,0,0,0,7.2,228,43,19,2,0,1,0,0,6.6,210,53
2487,0,40,4,1,4,7,0,0,0,6.6,202,47,17,16,0,1,0,0,7.2,217,51
2488,1,16,3,0,3,4,0,0,0,7.0,214,52,56,2,1,2,1,0,7.2,234,68
2489,0,20,1,1,4,12,0,0,0,6.6,176,47,15,1,0,1,0,0,6.6,186,28
2490,1,44,4,1,6,4,0,0,0,7.2,225,52,19,2,0,1,0,0,7.2,229,71
2491,1,13,2,0,1,6,0,0,0,6.6,217,56,18,3,1,2,1,0,7.6,225,77
2492,1,13,16,1,9,8,1,0,0,6.8,207,64,39,3,0,0,0,0,6.6,212,48
2493,1,37,5,1,7,4,0,0,0,7.0,219,50,17,1,0,2,1,0,6.8,217,49
2494,1,28,3,1,7,12,0,0,0,6.6,200,32,17,3,0,2,1,0,7.2,210,37
2495,0,18,0,0,3,5,0,0,1,6.8,248,48,43,1,1,2,1,1,7.0,214,75
2496,1,14,3,1,10,4,1,0,0,7.0,229,45,20,0,0,0,0,0,6.4,209,40
2497,1,17,5,0,7,7,0,0,0,6.8,219,44,16,2,1,1,0,0,6.8,212,48
2498,1,17,3,1,5,3,1,0,0,7.2,232,68,36,4,0,0,0,0,7.0,240,36
2499,0,16,3,1,12,11,0,0,0,7.4,223,43,11,3,0,0,0,0,7.0,234,32
2500,1,14,1,1,5,6,1,1,0,6.8,205,47,13,2,0,0,0,0,7.0,243,36
2501,0,14,0,0,4,6,0,0,0,7.0,218,68,48,1,1,1,0,0,6.8,220,68
2502,1,18,1,1,6,5,1,0,0,7.6,231,58,12,1,0,1,1,0,7.0,214,58
2503,1,83,3,0,6,6,1,0,0,7.6,241,64,14,1,1,0,0,0,7.4,237,73
2504,0,15,0,1,12,7,2,1,0,7.0,216,48,12,2,0,0,0,0,6.8,220,56
2505,1,17,3,1,6,3,1,1,0,7.0,229,47,18,0,0,1,0,0,7.0,232,65
2506,0,13,1,0,3,6,0,0,0,6.6,226,32,17,0,1,0,0,0,7.2,262,51
2507,1,10,1,1,6,8,1,0,0,6.4,191,36,16,1,0,0,0,0,7.0,246,39
2508,0,10,2,1,6,8,1,0,0,6.2,137,44,13,2,0,1,1,0,7.2,219,52
2509,0,49,2,0,6,5,0,0,0,7.2,193,54,13,1,1,1,0,0,7.0,211,50
2510,0,23,6,1,6,7,0,0,0,6.8,210,56,20,0,0,1,0,0,7.0,214,38
2511,0,12,1,0,0,5,0,0,0,6.6,222,56,17,2,1,1,0,0,7.0,233,59
2512,0,9,5,1,8,1,0,0,0,7.4,247,48,18,2,0,0,0,0,6.6,251,56
2513,0,19,7,0,1,6,0,0,0,6.8,245,56,16,7,1,1,0,0,7.2,225,56
2514,1,17,3,1,9,6,1,0,0,7.0,190,60,15,2,0,0,0,0,7.0,195,52
2515,0,20,2,0,4,6,0,0,0,6.8,241,44,16,3,1,1,0,0,7.2,243,64
2516,1,13,3,0,8,7,1,0,0,7.4,248,65,15,4,1,0,0,0,7.0,218,41
2517,0,17,3,1,4,5,0,0,0,6.8,236,47,35,3,0,2,1,0,6.8,224,44
2518,0,14,2,0,5,7,0,0,0,7.0,220,48,15,1,1,0,0,0,7.0,244,51
2519,0,15,5,1,5,4,0,0,0,7.0,242,41,40,5,0,1,1,0,7.0,224,39
2520,0,13,9,0,3,9,0,0,0,6.4,218,42,43,2,1,1,0,0,6.8,244,56
2521,1,16,5,1,10,3,1,0,0,7.2,213,35,19,2,0,0,0,0,6.4,200,48
2522,0,16,5,0,5,12,1,0,0,6.8,164,47,39,7,1,0,0,0,7.4,242,42
2523,0,17,4,1,4,7,0,0,0,6.6,212,32,30,7,0,0,0,0,7.0,221,29
2524,1,35,2,1,11,8,0,0,0,6.8,235,36,16,18,0,0,0,0,6.8,192,44
2525,0,18,1,1,11,7,0,0,0,7.0,205,46,11,2,0,1,0,0,6.8,206,58
2526,1,17,1,1,8,3,1,0,0,7.2,233,68,15,3,0,0,0,0,6.6,194,44
2527,1,17,15,1,8,2,1,0,0,7.2,254,32,43,2,0,0,0,0,6.6,188,44
2528,0,13,3,0,8,7,0,0,0,7.0,204,46,17,4,1,0,0,0,6.8,203,48
2529,0,16,1,0,7,8,1,0,0,6.8,226,50,39,7,1,0,0,0,7.2,207,56
2530,1,15,4,1,11,5,0,0,0,7.0,191,44,20,1,0,1,0,0,6.4,187,52
2531,0,73,3,1,9,13,0,0,0,5.8,141,29,14,2,0,1,0,0,7.0,207,46
2532,0,17,1,0,8,9,0,0,0,7.0,183,45,20,2,1,0,0,0,6.6,199,47
2533,1,19,3,1,6,2,1,0,0,6.8,241,52,19,7,0,0,0,0,6.4,223,52
2534,0,20,1,1,4,3,1,0,0,7.0,213,48,14,2,0,0,0,0,7.2,240,52
2535,0,50,4,0,5,4,1,0,0,6.8,220,49,37,2,1,1,1,0,7.0,190,51
2536,0,24,1,1,5,3,1,1,0,6.8,219,46,39,1,0,0,0,0,7.0,220,56
2537,1,14,4,0,6,10,0,0,0,6.4,154,45,17,2,1,1,0,0,6.8,196,40
2538,1,19,2,1,6,4,1,1,0,7.0,244,49,12,2,0,0,0,0,6.8,198,48
2539,0,17,1,0,4,5,0,0,0,7.0,203,52,15,1,1,2,1,0,7.4,250,68
2540,0,18,2,1,4,5,1,0,0,6.8,228,48,17,3,0,0,0,0,6.8,182,48
2541,1,8,0,1,4,3,1,0,0,7.0,227,49,13,1,0,0,0,0,7.2,203,50
2542,1,13,2,1,16,4,1,0,1,7.0,200,36,11,1,0,0,0,0,6.4,179,52
2543,0,45,2,1,9,4,2,1,0,7.6,244,58,12,15,0,0,0,0,6.6,177,53
2544,1,36,4,1,7,4,1,0,0,7.0,206,64,12,2,0,0,0,0,6.8,215,48
2545,0,18,1,0,7,8,0,0,0,7.2,225,58,15,2,1,1,0,0,7.2,221,65
2546,0,21,4,1,3,4,0,0,0,6.8,201,50,17,5,0,0,0,0,6.8,241,44
2547,1,15,2,1,7,3,1,1,0,7.2,216,47,16,1,0,1,0,0,7.0,253,52
2548,0,14,2,1,2,6,0,0,0,6.8,223,56,16,4,0,1,0,0,6.8,223,52
2549,1,18,4,0,9,9,2,1,0,7.2,194,70,21,5,1,0,0,0,7.2,208,72
2550,0,20,1,0,4,9,0,0,0,6.8,207,36,77,6,1,1,0,0,7.2,187,56
2551,1,14,1,0,7,3,0,0,0,7.0,223,52,13,1,1,1,0,0,6.6,205,60
2552,1,16,1,1,4,3,0,0,0,7.2,255,64,13,1,0,0,0,0,7.0,234,34
2553,1,15,3,1,1,1,0,0,0,6.8,246,42,18,1,0,1,0,0,6.6,211,52
2554,1,13,3,0,4,6,2,1,0,7.2,238,44,11,2,1,0,0,0,7.2,203,51
2555,0,39,4,0,3,6,1,0,0,6.8,218,48,17,2,1,0,0,0,7.2,256,76
2556,0,12,1,1,9,10,0,0,0,6.6,175,36,15,3,0,1,0,0,7.0,184,56
2557,1,18,0,1,3,7,0,0,0,7.0,240,50,25,1,0,1,0,0,7.2,264,38
2558,0,15,0,0,4,12,0,0,0,6.6,218,35,16,2,1,2,1,0,7.0,231,69
2559,0,16,5,0,10,11,0,0,0,6.6,167,39,19,2,1,2,1,0,7.0,229,49
2560,0,14,2,0,7,6,1,0,0,6.8,192,47,40,2,1,1,1,0,7.2,232,64
2561,0,17,1,0,11,10,1,0,0,6.8,157,41,26,1,1,1,1,0,6.8,239,52
2562,1,16,3,1,6,3,1,0,0,6.6,243,45,14,2,0,1,1,0,6.4,213,40
2563,1,20,3,0,4,2,0,0,0,6.8,242,56,14,4,1,0,0,0,6.6,240,43
2564,1,16,1,0,5,5,0,0,0,7.2,231,59,13,1,1,1,0,0,7.2,232,52
2565,0,60,2,1,9,9,1,0,0,7.0,185,50,13,5,0,0,0,0,7.2,219,57
2566,1,11,1,1,7,7,0,0,0,7.2,222,68,91,2,0,2,1,0,7.0,198,63
2567,1,21,3,1,5,4,0,0,0,6.8,252,48,11,5,0,0,0,0,6.8,197,45
2568,0,15,0,0,2,9,0,0,0,6.6,207,48,13,1,1,1,0,0,7.0,220,48
2569,0,14,4,1,1,10,0,0,0,6.4,226,48,20,2,0,0,0,1,7.2,196,46
2570,1,37,4,1,4,2,1,0,0,7.4,232,85,23,1,0,0,0,0,6.6,214,53
2571,1,18,1,1,8,2,1,1,0,7.2,203,64,19,2,0,1,0,0,6.4,213,48
2572,1,23,2,1,6,6,1,0,0,7.0,231,65,20,6,0,0,0,0,7.2,236,64
2573,1,15,2,1,9,3,0,0,0,7.0,186,48,19,1,0,0,0,0,6.6,222,39
2574,0,14,2,0,3,8,0,0,0,6.4,180,56,14,2,1,2,1,0,7.2,228,60
2575,1,18,3,1,7,4,1,0,0,6.8,220,39,17,5,0,1,1,0,6.4,171,60
2576,1,14,3,1,8,4,1,0,0,7.2,224,52,15,4,0,0,0,0,7.2,218,59
2577,0,46,3,0,5,6,0,0,0,7.0,214,43,14,4,1,0,0,0,6.8,223,56
2578,1,18,5,1,7,6,0,0,0,6.8,211,27,20,1,0,1,1,0,6.2,190,40
2579,1,16,5,1,9,3,2,1,0,7.2,240,59,11,3,0,0,0,0,7.0,186,51
2580,0,17,2,1,13,5,0,0,0,7.2,212,30,14,3,0,0,0,0,6.0,175,29
2581,0,15,3,1,2,8,1,1,0,6.6,205,48,17,3,0,0,0,0,7.2,230,52
2582,0,17,1,0,6,6,2,1,0,7.0,211,50,13,2,1,0,0,0,7.0,223,56
2583,1,17,2,0,4,1,0,0,0,7.2,255,59,16,1,1,2,1,0,6.8,244,48
2584,1,15,5,0,4,4,0,0,0,7.4,233,72,20,5,1,1,0,0,6.8,203,47
2585,0,15,3,1,7,3,1,0,0,7.0,200,62,14,2,0,0,0,0,6.6,250,41
2586,1,42,4,0,4,8,1,0,0,6.8,227,60,58,8,1,0,0,0,7.0,212,46
2587,0,138,4,0,6,4,0,0,0,6.2,199,32,15,3,1,1,0,0,6.4,193,67
2588,1,18,2,1,10,8,1,1,0,7.2,192,46,31,4,0,0,0,0,7.0,185,53
2589,1,14,2,1,11,3,1,0,0,7.0,212,49,13,3,0,0,0,0,6.6,215,43
2590,0,16,4,1,4,7,0,0,0,7.2,204,64,17,2,0,1,0,0,6.8,233,52
2591,1,15,3,1,6,3,1,0,0,7.0,215,60,13,3,0,0,0,0,7.2,220,60
2592,1,13,1,1,8,8,1,0,0,7.0,175,44,32,2,0,1,1,0,7.2,223,55
2593,0,56,1,0,6,10,1,1,0,6.8,210,36,14,2,1,1,0,0,7.2,218,52
2594,1,57,4,0,7,2,2,1,0,7.4,237,56,16,0,1,0,0,0,6.8,204,56
2595,0,21,2,0,5,14,0,0,0,6.8,213,46,18,3,1,1,1,2,7.2,226,44
2596,1,15,1,1,7,7,0,0,0,7.0,244,51,12,2,0,1,0,0,7.0,247,51
2597,0,18,5,1,5,10,1,0,0,7.4,253,66,21,6,0,0,0,0,7.6,216,54
2598,0,17,4,0,4,5,0,0,0,7.0,237,44,21,2,1,1,0,0,6.6,191,52
2599,0,15,3,0,2,4,0,0,0,7.0,233,60,17,2,1,2,1,0,6.8,226,56
2600,1,20,3,1,5,2,0,0,0,7.0,235,61,15,5,0,0,0,0,7.2,247,56
2601,1,11,2,0,5,5,0,0,0,7.4,247,74,50,0,1,0,0,0,6.8,222,48
2602,0,15,2,0,7,5,1,0,0,7.4,223,68,14,3,1,0,0,0,7.2,231,41
2603,0,14,2,0,4,3,1,0,0,7.0,212,56,13,2,1,0,0,0,7.0,243,56
2604,1,14,1,1,10,8,0,0,0,7.0,200,47,28,2,0,1,0,0,7.0,223,60
2605,1,16,2,1,6,4,0,0,0,7.0,220,48,36,3,0,0,0,0,6.8,197,44
2606,0,25,3,1,4,8,0,0,0,6.6,193,47,16,8,0,1,0,0,7.6,247,68
2607,0,18,5,0,6,3,0,0,0,7.0,222,44,14,1,1,1,0,0,7.0,240,63
2608,0,90,1,1,4,5,0,0,0,7.0,217,47,18,4,0,1,0,0,7.0,227,56
2609,0,58,2,0,10,9,1,0,0,7.0,201,48,23,2,1,0,0,0,7.2,225,60
2610,1,14,2,1,10,6,1,0,0,7.6,254,44,12,2,0,0,0,0,6.8,170,52
2611,1,41,3,1,7,7,1,0,0,6.8,219,48,19,3,0,0,0,0,6.8,221,44
2612,1,15,4,1,6,1,1,1,1,7.2,247,50,15,3,0,1,0,0,6.8,219,48
2613,1,14,1,1,7,6,2,1,0,6.8,197,42,13,2,0,0,0,0,6.6,194,37
2614,0,15,4,1,9,5,0,0,0,7.0,222,51,12,5,0,1,0,0,6.8,195,43
2615,0,78,1,1,4,10,0,0,0,6.4,183,60,13,2,0,1,0,0,7.6,238,59
2616,1,18,4,1,5,5,2,1,0,7.0,236,57,20,3,0,0,0,0,6.8,235,46
2617,0,10,4,0,8,8,1,1,0,7.0,221,48,43,0,1,0,0,0,7.0,198,44
2618,1,16,1,1,5,3,0,0,0,7.0,219,40,14,4,0,1,0,0,7.0,246,63
2619,0,60,4,1,7,3,1,0,0,7.0,226,56,16,6,0,0,0,0,7.0,210,60
2620,0,11,0,0,5,10,0,0,0,6.4,156,49,16,3,1,1,0,0,7.4,220,64
2621,0,10,1,0,5,12,0,0,0,7.0,169,58,15,2,1,0,0,0,7.0,178,56
2622,1,10,2,1,8,5,0,0,0,7.0,206,46,17,0,0,0,0,0,6.6,153,46
2623,1,16,4,1,13,3,1,0,1,7.2,225,64,13,2,0,0,0,0,6.8,213,60
2624,1,16,2,1,6,2,0,0,0,7.4,245,56,24,2,0,0,0,0,7.0,225,68
2625,0,14,2,0,0,4,1,1,0,6.8,221,52,59,1,1,1,0,0,7.2,243,59
2626,0,18,4,1,11,10,0,0,0,7.0,204,34,14,4,0,0,0,0,7.4,186,46
2627,0,17,1,0,5,13,0,0,0,6.2,171,41,29,4,1,1,0,0,7.0,231,24
2628,0,39,1,0,3,7,0,0,0,6.8,207,47,46,2,1,2,1,0,7.2,221,68
2629,0,18,3,0,3,7,1,0,0,6.6,234,60,16,6,1,0,0,0,7.2,262,36
2630,0,43,1,1,6,8,0,0,0,6.8,176,52,15,4,0,0,0,0,7.0,186,36
2631,0,16,1,0,5,12,0,0,0,6.4,195,44,19,3,1,1,0,0,7.0,233,40
2632,1,17,2,1,12,5,1,0,0,6.8,234,44,12,4,0,0,0,0,6.8,214,48
2633,1,16,2,0,2,9,1,0,0,6.8,214,72,16,1,1,0,0,0,7.2,238,58
2634,0,10,2,0,1,6,0,0,0,6.8,230,45,17,0,1,1,0,0,7.0,218,59
2635,0,13,2,1,4,8,0,0,0,6.4,193,48,12,1,0,0,0,0,7.4,190,54
2636,0,21,4,0,5,6,1,0,0,6.6,200,60,18,11,1,0,0,0,7.2,226,56
2637,0,60,3,1,3,2,0,0,0,7.0,230,53,14,4,0,0,0,0,7.0,230,50
2638,0,16,2,1,5,8,0,0,0,7.0,214,52,12,2,0,0,0,0,7.2,194,45
2639,0,17,5,0,9,10,0,0,0,7.2,214,44,19,2,1,0,0,0,6.6,205,40
2640,0,13,5,1,5,3,0,0,0,6.8,237,45,18,2,0,1,0,0,6.8,224,44
2641,0,16,2,1,5,9,0,0,0,6.6,183,60,18,0,0,1,0,0,7.6,224,75
2642,1,13,1,1,13,3,1,0,0,7.4,235,52,14,2,0,0,0,0,6.8,185,44
2643,1,47,3,0,6,5,0,0,0,7.0,233,48,18,2,1,1,0,0,6.8,234,56
2644,1,17,2,1,13,5,2,1,0,7.4,238,58,10,2,0,0,0,0,6.4,178,44
2645,1,15,2,1,2,5,0,0,0,7.0,219,50,16,1,0,1,1,0,7.4,261,56
2646,1,41,13,1,2,4,1,1,0,7.0,225,68,40,1,0,1,0,0,7.6,235,76
2647,1,19,14,1,8,3,1,0,0,7.2,218,67,62,3,0,0,0,0,6.8,214,60
2648,0,12,2,1,5,5,0,0,0,6.6,186,50,19,0,0,2,1,0,7.2,247,58
2649,0,13,2,1,5,7,0,0,0,6.8,192,41,14,2,0,1,0,0,7.0,227,59
2650,0,30,3,0,3,7,0,0,0,6.6,197,52,21,5,1,1,0,0,7.2,230,55
2651,1,17,3,1,8,3,1,1,0,7.8,257,71,31,2,0,1,0,0,6.6,230,50
2652,1,14,5,1,10,7,1,0,0,7.2,237,47,16,3,0,0,0,0,7.0,251,51
2653,0,18,2,0,5,6,1,0,0,7.0,200,52,45,4,1,0,0,0,7.0,222,46
2654,0,12,2,0,3,8,0,0,0,6.4,205,66,16,1,1,2,1,1,6.8,220,56
2655,0,18,3,0,2,5,1,0,0,6.8,218,67,15,3,1,0,0,0,7.2,226,64
2656,0,10,1,0,5,12,0,0,0,6.6,195,40,13,3,1,1,0,0,7.0,215,40
2657,0,16,4,1,10,6,1,0,0,7.0,216,50,14,2,0,0,0,0,6.8,231,45
2658,0,16,3,1,5,4,0,0,1,7.2,246,40,15,2,0,1,0,0,7.0,217,59
2659,1,13,2,1,11,4,1,1,0,7.2,243,55,15,0,0,0,0,0,6.8,202,48
2660,0,9,4,0,7,9,0,0,0,6.8,223,43,40,2,1,1,0,0,7.2,202,60
2661,1,16,1,1,5,3,2,1,2,7.0,224,52,74,3,0,0,0,0,6.6,207,40
2662,0,16,1,0,6,10,0,0,0,7.0,176,52,15,1,1,2,1,0,7.4,218,58
2663,0,17,1,0,12,9,1,1,0,7.4,190,55,10,0,1,1,0,0,6.8,208,40
2664,1,18,5,0,6,9,2,1,0,7.2,238,60,58,5,1,0,0,0,6.8,207,52
2665,1,17,4,0,11,9,1,0,0,7.2,221,55,14,0,1,0,0,0,7.0,218,54
2666,0,16,4,1,2,7,0,0,0,6.4,203,47,14,2,0,1,1,0,7.2,229,60
2667,0,14,4,0,7,4,1,0,0,7.2,215,45,13,0,1,0,0,0,7.0,209,52
2668,1,19,3,0,13,10,0,0,0,7.0,185,36,18,3,1,0,0,0,7.0,198,56
2669,0,43,3,1,4,5,0,0,0,6.8,242,48,16,1,0,1,0,0,6.8,227,56
2670,0,86,3,1,6,4,0,0,0,7.2,241,44,14,1,0,1,0,0,6.8,234,60
2671,0,38,1,0,7,8,1,1,0,6.8,206,59,16,1,1,1,0,0,6.8,225,43
2672,1,15,0,0,6,1,1,0,0,7.2,262,51,14,2,1,0,0,0,6.4,232,52
2673,1,35,1,0,7,3,2,1,0,7.8,248,63,15,1,1,0,0,0,7.0,200,58
2674,1,39,4,1,2,8,0,0,0,6.8,264,43,19,4,0,0,0,0,7.4,244,49
2675,0,17,4,1,6,9,0,0,0,6.0,187,36,17,4,0,0,0,0,6.8,213,40
2676,1,11,2,1,7,3,0,0,0,7.4,222,72,15,1,0,1,0,0,6.4,201,53
2677,0,16,1,0,1,9,0,0,0,6.2,173,60,35,2,1,2,1,0,7.4,256,59
2678,1,16,3,1,6,7,0,0,0,7.2,238,47,16,3,0,0,0,0,7.2,232,68
2679,1,16,4,0,6,5,0,0,0,7.4,257,47,14,3,1,2,1,0,7.0,189,51
2680,1,18,2,1,8,0,0,0,0,7.2,244,64,14,2,0,1,0,0,6.6,216,56
2681,1,23,1,0,8,5,1,0,0,6.8,171,59,19,2,1,1,1,0,6.8,230,48
2682,0,14,2,1,8,4,1,0,0,7.2,267,52,15,3,0,0,0,0,7.0,219,52
2683,1,16,2,1,12,7,0,0,0,7.0,225,51,37,3,0,2,1,1,6.6,188,53
2684,1,15,3,0,8,7,2,1,0,7.2,185,60,14,2,1,0,0,1,7.0,198,68
2685,0,17,1,0,6,4,0,0,0,7.0,238,38,14,4,1,1,0,0,7.0,217,64
2686,0,14,1,0,8,10,1,0,0,6.8,244,56,12,2,1,0,0,0,6.8,183,40
2687,0,14,5,1,3,7,1,0,0,6.6,220,55,41,4,0,0,0,0,7.4,235,56
2688,1,21,0,1,7,9,0,0,0,6.8,187,37,14,4,0,1,0,0,6.8,197,52
2689,0,14,0,0,5,9,0,0,0,6.8,203,43,14,4,1,1,0,0,7.0,218,58
2690,0,41,5,1,6,10,1,1,0,6.4,179,32,23,10,0,1,0,0,7.4,210,78
2691,1,18,3,0,7,6,0,0,0,6.6,207,48,14,3,1,0,0,0,6.8,221,51
2692,0,38,3,1,7,2,0,0,0,6.6,209,47,15,4,0,0,0,0,6.6,230,35
2693,0,12,3,0,3,4,0,0,0,7.0,231,64,16,5,1,1,0,0,7.2,251,68
2694,0,15,0,1,2,12,0,0,0,6.2,183,40,15,2,0,1,0,1,6.8,201,40
2695,1,17,0,1,8,1,0,0,0,7.2,232,42,12,1,0,0,0,0,6.6,207,64
2696,0,13,0,0,3,11,0,0,0,6.4,192,27,13,1,1,2,1,1,7.4,225,44
2697,1,15,2,0,5,8,0,0,0,7.0,214,62,37,3,1,1,0,0,7.2,219,58
2698,0,18,3,1,4,8,2,1,0,7.2,245,41,14,7,0,0,0,0,7.0,229,45
2699,1,13,3,0,6,4,0,0,0,7.2,260,52,14,0,1,1,0,0,6.8,209,44
2700,0,15,1,0,5,13,0,0,0,6.6,214,39,12,1,1,2,1,0,7.4,206,50
2701,0,17,7,1,6,9,0,0,0,6.6,196,52,40,3,0,1,0,0,7.4,230,52
2702,1,16,4,1,8,3,1,0,0,6.8,179,44,17,0,0,0,0,0,6.6,239,39
2703,0,122,1,0,3,2,1,0,0,6.8,211,59,107,2,1,0,0,0,7.2,221,57
2704,0,16,4,1,8,10,1,1,0,6.6,185,41,24,4,0,1,0,0,6.8,217,55
2705,0,14,2,0,13,8,1,0,0,6.8,186,48,15,1,1,0,0,0,6.8,219,60
2706,0,18,4,0,5,4,1,1,0,7.2,239,43,17,3,1,1,0,0,7.0,218,74
2707,0,14,2,1,6,0,0,0,0,7.2,226,68,17,2,0,1,0,0,6.8,242,64
2708,1,34,5,1,1,7,0,0,0,6.8,236,60,24,2,0,0,0,0,7.0,238,44
2709,0,16,3,1,6,9,1,0,0,7.0,221,45,16,3,0,0,0,0,7.0,212,40
2710,1,14,3,1,10,2,1,0,0,7.2,242,43,15,1,0,0,0,0,6.4,203,46
2711,0,13,2,0,3,7,0,0,0,7.2,241,52,13,4,1,1,0,0,7.4,248,48
2712,0,18,1,1,7,7,1,0,0,6.6,192,44,13,2,0,0,0,0,7.2,219,70
2713,0,16,3,0,5,8,0,0,0,6.4,223,44,276,1,1,2,1,0,7.0,206,40
2714,1,146,5,1,13,9,1,0,0,7.6,224,67,38,1,0,0,0,0,7.2,208,38
2715,0,20,2,1,5,5,0,0,0,7.0,222,53,15,4,0,0,0,0,7.0,217,64
2716,1,15,5,0,9,8,0,0,0,7.0,214,41,16,2,1,0,0,0,7.0,193,47
2717,1,15,1,0,4,4,2,1,0,7.0,251,67,35,1,1,0,0,0,6.8,204,48
2718,1,14,1,1,6,5,1,0,0,7.0,240,67,13,2,0,0,0,0,6.6,193,52
2719,1,16,3,1,5,7,2,1,1,7.4,231,70,18,4,0,0,0,0,7.4,240,56
2720,1,14,4,0,4,9,1,1,0,6.6,171,60,22,1,1,1,0,0,7.0,194,56
2721,0,13,0,1,2,4,0,0,0,6.8,214,50,14,3,0,0,0,0,7.0,260,49
2722,0,18,2,0,6,5,0,0,0,6.4,219,44,14,3,1,1,0,0,6.8,213,48
2723,0,17,3,0,3,9,1,1,0,7.0,207,72,35,6,1,1,0,0,7.6,246,61
2724,1,19,3,0,2,6,1,0,0,6.6,180,72,20,3,1,0,0,0,6.8,220,40
2725,1,10,3,0,7,7,0,0,0,6.8,223,48,16,1,1,1,0,0,6.8,212,44
2726,1,15,2,1,7,9,0,0,0,6.4,197,42,17,2,0,1,1,1,6.8,211,40
2727,1,16,2,1,2,3,2,1,0,7.2,234,50,14,0,0,0,0,0,7.4,250,53
2728,0,15,2,0,7,5,0,0,0,6.6,181,52,13,3,1,0,0,0,6.8,231,51
2729,0,18,0,0,7,7,0,0,0,6.8,205,47,41,3,1,1,0,0,6.6,191,40
2730,0,22,4,1,10,9,1,0,0,7.0,195,28,14,3,0,0,0,0,7.0,187,92
2731,0,13,3,1,2,9,1,0,0,6.6,203,55,12,1,0,1,1,0,7.4,236,72
2732,0,14,4,1,3,9,0,0,0,6.4,171,40,18,3,0,2,1,0,7.0,218,80
2733,0,13,5,1,5,6,0,0,0,7.0,239,41,97,2,0,1,0,0,7.0,230,42
2734,1,17,24,1,11,6,1,0,0,7.0,207,38,40,4,0,0,0,0,6.4,208,36
2735,1,12,2,0,5,7,1,0,0,6.6,242,44,13,4,1,0,0,0,7.0,201,48
2736,0,16,2,1,6,8,0,0,0,7.0,233,44,18,3,0,0,0,0,7.0,229,29
2737,0,15,4,0,5,10,0,0,0,6.4,202,51,19,4,1,1,0,0,7.0,206,52
2738,0,12,1,1,13,6,2,1,0,6.8,179,48,18,2,0,0,0,0,6.4,206,40
2739,1,17,6,0,11,4,0,0,1,7.4,234,39,16,0,1,0,0,0,6.4,208,52
2740,0,41,2,1,5,6,1,1,1,7.4,224,53,13,3,0,1,0,0,7.2,235,57
2741,0,13,2,1,8,6,1,0,0,6.6,195,40,11,2,0,0,0,0,6.8,215,43
2742,1,60,4,1,3,2,0,0,0,7.0,199,59,16,0,0,0,0,0,7.0,232,39
2743,1,32,4,1,10,9,0,0,0,6.4,159,47,39,2,0,0,0,0,6.6,202,47
2744,0,18,5,1,8,4,0,0,0,7.0,211,50,38,1,0,1,0,0,6.8,211,46
2745,1,15,3,0,9,3,1,0,0,6.8,201,36,14,4,1,0,0,0,6.6,149,47
2746,1,12,7,1,4,7,0,0,0,6.6,232,33,41,2,0,0,0,0,6.8,191,39
2747,1,15,3,1,6,6,0,0,0,7.0,233,55,16,1,0,0,0,0,7.0,228,61
2748,0,35,3,0,9,5,0,0,0,6.8,182,56,13,1,1,2,1,1,7.0,237,57
2749,0,11,1,1,4,2,0,0,0,6.8,225,44,9,1,0,1,0,0,7.4,207,88
2750,0,16,3,0,3,6,0,0,0,6.6,195,56,17,3,1,0,0,0,6.8,250,44
2751,1,13,1,1,14,3,1,0,0,7.2,226,40,14,1,0,0,0,0,6.2,178,47
2752,1,17,4,1,2,2,2,1,0,7.0,253,47,19,1,0,0,0,0,7.0,243,58
2753,0,16,5,1,4,8,0,0,0,6.6,212,50,18,3,0,2,1,0,7.2,249,50
2754,1,13,3,0,8,3,1,0,0,7.4,244,54,15,1,1,0,0,0,6.4,203,60
2755,0,15,2,1,7,6,0,0,0,7.0,219,40,13,2,0,1,0,0,6.8,229,44
2756,0,14,1,0,3,8,0,0,0,6.4,218,48,17,4,1,1,0,0,7.2,239,44
2757,0,12,1,0,3,8,0,0,0,6.4,202,50,16,3,1,1,0,0,7.0,238,48
